# Reference time: 2020-04-15 08:48:05.557
#
# Each line represents a single LED (low energy detector) count.
#
# tus -- time of the count, microsecond
# erg -- energy of the count in channel units
# dau -- DAU (detector assembly unit) of the count (there are four DAUs: 0, 1, 2, 3)
# add -- address of the count within the DAU (each DAU has 32 addresses: [0:31])
# chn -- channel of the count for each address (each address has 128 channels: [0:127])
# mlh -- "multihit" flag of the count, meaning how many simultaneous counts were detected: [0:3]
#         0 --> a single count
#         1 --> 2 counts
#         2 --> 3 counts
#         3 --> 4+ counts
#
#
#
#     tus      erg   dau  add    chn   mlh
#
 -484627     548    2    31     49    0 
 -484626     301    0    12     41    0 
 -484626     511    1    15     86    0 
 -484617     199    3    20    117    0 
 -484494     864    2    19    122    0 
 -484048     496    0    14     25    0 
 -483919     889    2    28      9    0 
 -483915     172    2    28      2    0 
 -482984     311    2    15     66    0 
 -482920    1023    0    15     54    1 
 -482918     898    0     9     83    0 
 -482793     558    2     4      4    0 
 -482789     867    1    29     61    0 
 -482583     534    2    11    118    0 
 -482583     495    2    23     72    0 
 -482582     256    1    16    100    0 
 -482230     638    2    10     24    0 
 -481812     258    3    27     32    0 
 -481699     890    2    28     15    0 
 -481699     886    2    21     63    1 
 -481695     278    2    29    108    0 
 -481694     197    2    21     64    0 
 -481341     175    3    11     86    0 
 -481157     864    0    29     54    0 
 -481044     897    2     7     34    0 
 -480908     864    0     3    107    0 
 -480908     905    2    17     77    0 
 -480908     868    3     8     69    0 
 -480908    1023    1    23     48    1 
 -480908     226    2     5     62    0 
 -480908     862    3    26    122    0 
 -480908     889    0     9     14    1 
 -480908     853    0    17     44    0 
 -480908     338    2     8     18    0 
 -480908     425    2    27     99    0 
 -480907     204    1     8     22    0 
 -480779     503    2    21     15    0 
 -480726     303    0    20    119    0 
 -480600     439    2    14     94    0 
 -479885     911    2    29    116    0 
 -479884     425    2    21      5    0 
 -479881     345    2    29     94    0 
 -479809     883    0    24     25    0 
 -479804     182    0    24     23    0 
 -479718     314    1    12     57    0 
 -479714     792    2     5     85    0 
 -479714     705    0    17     78    0 
 -479714     477    3    30      2    0 
 -479714    1023    2    23    127    1 
 -479714    1023    2    31    127    1 
 -479713     353    1     7     91    0 
 -479713     809    2    15     27    1 
 -479438     872    1    28     35    0 
 -479438     461    1    19     40    0 
 -479366     710    1    30     51    0 
 -479131     855    0     2     52    0 
 -479131     678    1     2     37    1 
 -478787     369    2    13     19    0 
 -478137     468    1    27    110    0 
 -477952     278    3     1     83    0 
 -477952     153    3    14    118    0 
 -477784     593    2     0     35    0 
 -477223     909    2    15     81    0 
 -476902    1022    0    27    123    1 
 -476901     433    3    25     10    0 
 -476901     806    1     2     36    0 
 -476617     850    1    27    119    1 
 -476498     472    0    16    109    0 
 -476269     329    2    19     30    0 
 -476249     400    3     0     68    0 
 -476194     175    3     9     22    0 
 -476123     884    3    30     48    0 
 -476114     546    1    18     71    0 
 -474871     362    3    17     63    0 
 -474640     875    3    17     32    0 
 -474630     878    3    17      2    0 
 -474132     323    3     1     89    0 
 -474099     833    3    27     73    0 
 -473766     297    1     1     48    0 
 -473592     154    0    29    116    0 
 -473434     505    3    13    100    0 
 -472702     893    2    26     73    0 
 -472231     689    1     7     17    0 
 -472038     173    1    20    119    0 
 -472008     436    3     6     74    0 
 -471916     905    1     4    121    0 
 -471555     512    0     8    116    0 
 -471244     228    1    17    112    0 
 -471199     252    3    18     16    0 
 -471131     356    1    31     76    0 
 -470631     512    0    29     39    0 
 -470628     704    0     0     64    0 
 -470571     876    0    26     13    0 
 -470557     393    3    23    109    0 
 -470339     363    2    24      0    0 
 -470152     396    0     5     60    0 
 -469641     361    2     8    127    0 
 -468509     258    3     2     81    0 
 -468361     180    0    16     33    0 
 -468324     909    1    16     53    0 
 -468010     253    2    26     54    0 
 -467942     707    3    22     89    0 
 -467759     194    1     2     41    0 
 -467567    1021    1    15    119    1 
 -467257     442    2    29    124    0 
 -467257     806    2    15     54    0 
 -467257     843    2    22    117    1 
 -467134     350    3     6     46    0 
 -467003     609    0    21    113    0 
 -466540     303    3    14     79    0 
 -466314     994    0     1    127    1 
 -466271     864    3    11     58    0 
 -465922     746    3     1     37    0 
 -465878     281    0    15     56    0 
 -465461     421    0     7     88    0 
 -465100     316    3    12     55    0 
 -465100     626    3    20    103    0 
 -465082     924    1    17    124    0 
 -465046     871    3    25     96    0 
 -464909     562    0     4     38    0 
 -464909     791    1    25     92    0 
 -464909     405    0    25     85    0 
 -464895     922    1    23     97    0 
 -464586     487    0    18     47    0 
 -464333     211    2    24     58    0 
 -464275     291    2     5     55    0 
 -463969     903    2     0      6    0 
 -463969     999    3    15    127    1 
 -463969    1006    3    31     87    1 
 -463968     495    2    22      9    0 
 -463611     833    0    14     77    0 
 -463435     255    2     8     53    0 
 -463159     182    3    16     82    0 
 -463082     907    2     5     79    0 
 -462573     319    2     9     18    0 
 -462475     479    1     9    118    0 
 -462150     888    2    28     59    1 
 -461829     749    3     6     63    0 
 -461829     392    3    18     40    0 
 -461716    1006    3    31    115    1 
 -461350     385    0    22    116    0 
 -461285     833    0    13    118    1 
 -461274     735    2     1     42    0 
 -460832     871    1    24      6    0 
 -460801     910    2     6     86    0 
 -460801     369    0     3     19    0 
 -460801    1023    1     7    123    3 
 -460801    1023    0    15    126    2 
 -460801    1010    0    22     95    2 
 -460801     812    2    17     42    0 
 -460801    1022    0    31    127    1 
 -460800     706    2     8    103    0 
 -460798     196    0    19    117    2 
 -460706     898    2    17     69    0 
 -460671     884    0     8     55    1 
 -460652     890    2    28     65    0 
 -460280     843    1    16     83    0 
 -460010     885    0     8     92    0 
 -459297     751    3     5     77    0 
 -459292     169    3     5     91    0 
 -459009     186    2    18    117    0 
 -458566     771    3     1     70    1 
 -458034     900    2     9     23    0 
 -457857     480    3    17      8    0 
 -457857     864    3    15     20    1 
 -457856     907    2    15     79    1 
 -457856     226    2    22     39    0 
 -457856     551    2    24     22    0 
 -457736    1014    2    15    102    1 
 -457731     162    2    14     10    0 
 -457724     238    2    27    105    0 
 -457106     648    3    29      5    0 
 -456794     270    2     3     42    0 
 -456457     897    2    26     96    0 
 -456042     279    2    28      8    0 
 -455624     193    1    12      5    0 
 -455292     474    1    23     88    0 
 -455238     914    2     2     95    0 
 -454456     883    3    30    103    0 
 -454456    1023    0     9    123    1 
 -454456     895    2    26     97    0 
 -454456    1023    2     7    127    3 
 -454456    1014    2    15    127    1 
 -454456    1023    2    23    127    2 
 -454455     445    3    21     91    1 
 -454455     207    0    16     34    0 
 -454455     200    0    25     45    0 
 -454353     868    0    26     21    0 
 -454352     155    0    18    116    0 
 -453946     862    0    18     93    0 
 -453946     906    2    13     15    0 
 -453946     466    3    13      4    0 
 -453946     392    1    28    127    0 
 -453946    1023    2    23    127    3 
 -453946     368    3    22     18    0 
 -453946    1023    2    27    127    1 
 -453928     891    2    30     62    1 
 -453927     888    0    11    110    0 
 -453927     376    1     6     15    0 
 -453927     445    3    30     55    0 
 -453923     197    2    30     26    0 
 -453854     927    1     3    124    1 
 -453251     443    3     4     79    0 
 -452947     182    0     0     69    0 
 -452871     899    2    25      5    0 
 -452871     854    0    17     31    2 
 -452871    1006    3    26     93    1 
 -452871     511    2     5     75    0 
 -452871     684    2    11    126    1 
 -452871    1023    2    23    127    2 
 -452866     163    2    23     31    0 
 -452859     189    3     9      4    0 
 -451982    1023    2    23     92    1 
 -451981     279    2    28     30    0 
 -451923     173    3    27    106    0 
 -451772     660    2    29    117    0 
 -451392     895    2    12     99    0 
 -450979     459    2    19     17    0 
 -450979     830    2     6     45    1 
 -450391     186    3    30     28    0 
 -450285     407    3    26     86    0 
 -450083     779    1    22     30    0 
 -450083     886    1    15      9    0 
 -449638     576    2    24     54    0 
 -449543     897    0     9     25    0 
 -449414     605    1    19     96    0 
 -449261     485    1    20     72    0 
 -449119     943    3     3    127    3 
 -449119     444    1    25    122    0 
 -449114     282    3     3    123    1 
 -448558     490    1    31     97    0 
 -448558     395    1     5      7    0 
 -448135     865    3    24     55    0 
 -447712     344    0    20    121    0 
 -446466     443    2     4     63    0 
 -445934     869    3     8     48    0 
 -445934    1022    0    25    125    1 
 -445934    1008    1    29    122    1 
 -445934    1023    3    21    127    1 
 -445934    1023    1     7    127    3 
 -445934    1021    1    15    119    2 
 -445934    1023    1    17    127    1 
 -445931     167    3    21     93    1 
 -445930     188    1    17     55    1 
 -445925     871    3     8     48    0 
 -445925     870    1    29     58    0 
 -445528     626    1     6     54    0 
