# Reference time: 2020-04-15 08:48:05.557
#
# Each line represents a single HED count.
#
# tus -- time of the count, microsecond
# ttk -- submicrosecond time of the count, in units of 1/36e6 s (which means 1/36 of a microsecond)
# erg -- energy of the count in channel units
# dau -- DAU (detector assembly unit) of the count (there are four DAUs: 0, 1, 2, 3)
# det -- detector of the count within the DAU (each DAU has three detectors: 0, 1, 2)
# typ -- type of the count: 0 corresponds to NORMAL event, 1 corresponds to FAST event
#
#
#
#    tus    ttk     erg   dau  det  typ
#
 760235    27      56    2    0    0 
 760313     8      46    0    2    0 
 760335     2      31    2    0    0 
 760500    30      42    0    2    0 
 760663    34     278    3    1    0 
 760663    35     152    0    2    0 
 760665     9     177    0    2    1 
 760665     9      30    0    1    0 
 760700    30    1788    0    0    0 
 760700    30    1667    2    0    0 
 760700    32    1390    2    1    0 
 760700    35      69    0    1    0 
 761178     2     239    1    1    0 
 761178     2     106    1    2    0 
 761246     9      66    2    2    0 
 761250     5    1682    1    2    0 
 761252    25     243    1    2    1 
 761252    29     204    3    0    0 
 761252    29     103    1    1    0 
 761344     8      68    1    1    0 
 761355     0     231    3    2    0 
 761395    31      48    1    2    0 
 761561    12      42    1    1    0 
 761561    12      83    0    1    0 
 761903    12    1588    2    2    0 
 761903    16      20    2    1    0 
 762448    30      54    3    1    0 
 762448    30     145    3    0    0 
 762719     3     524    0    2    0 
 763069     7     187    2    1    0 
 763381     1      66    0    2    0 
 763959     1    1683    1    2    0 
 763959     3    1502    0    1    0 
 763959     5     107    3    0    0 
 763959     5      33    0    0    0 
 763959     6    1095    2    2    0 
 763959     7      18    2    1    0 
 764708    14      41    3    0    0 
 765073     7      87    3    2    0 
 765166     8      94    0    0    0 
 765166    10     609    0    2    0 
 765192     5     131    1    2    0 
 765246    35      33    3    2    0 
 765993     0      17    2    2    0 
 766050    10      80    1    1    0 
 766204     9     325    3    1    0 
 766346    19     376    1    1    0 
 766597    13      27    2    0    0 
 766597    13      70    3    2    0 
 766597    16      35    2    2    0 
 766597    16      44    3    1    0 
 767132    18      88    0    0    0 
 767140    35    1336    1    1    0 
 767141     0      59    1    0    0 
 767609    21      44    0    0    0 
 767609    23      17    2    2    0 
 767710    28     111    3    1    0 
 767710    28     107    0    2    0 
 767990    11     135    3    2    0 
 768827     2    1892    0    0    0 
 768827     2    1733    2    2    0 
 768827     8      58    0    1    0 
 768827    26      25    2    1    0 
 768961     2      18    2    0    0 
 769061    13    1464    2    0    0 
 769061    16     618    2    1    0 
 769749     6    1710    1    0    0 
 769749    10    1336    2    0    0 
 769797    15    1624    1    1    0 
 769797    20     265    1    0    0 
 769879    33      79    3    1    0 
 769991    30      95    1    1    0 
 770211     7    1688    1    0    0 
 770842     9      72    1    2    0 
 771086    18    1477    2    0    0 
 771734     2     130    1    0    0 
 771734     5      35    0    2    0 
 771761    15    1720    1    1    0 
 771761    22     106    0    2    0 
 771937    24     118    1    2    0 
 771938     2     176    1    2    1 
 771938    19     228    1    2    1 
 771952    19    1678    2    2    0 
 771952    24      66    2    1    0 
 771952    26      16    2    0    0 
 772020    19    1627    2    1    0 
 772020    24      52    2    0    0 
 772436     0      31    0    1    0 
 772673    32      23    0    2    0 
 772673    32     139    0    0    0 
 772673    32      40    0    1    0 
 773439     2    1741    1    0    0 
 773439     3    1833    0    2    0 
 773481    32     916    0    0    0 
 773481    32      23    0    1    0 
 773481    33      25    0    2    0 
 773490    15      59    1    1    0 
 773626    31    1875    3    2    0 
 773627     3      18    2    0    0 
 773739    17     293    1    2    0 
 774237    28    1821    3    0    0 
 774237    28    1659    3    1    0 
 774237    34      80    1    1    0 
 774237    35      76    1    2    0 
 774385     8    1712    1    0    0 
 774634     8      96    1    0    0 
 774812    33      36    0    0    0 
 774930    16     858    2    0    0 
 775053    11      88    1    0    0 
 775207     0     200    1    0    0 
 775478    17      27    0    0    0 
 775573    34    1748    1    0    0 
 775574     4     108    2    0    0 
 775574     5      81    0    2    0 
 776204    22      32    3    1    0 
 776207    27      74    0    2    0 
 776240    18      42    1    2    0 
 776352    26    1581    3    0    0 
 776844     9      62    1    1    0 
 777150    19     965    3    2    0 
 777200    32      27    0    2    0 
 777203    13      19    2    1    0 
 777239    12    1699    1    0    0 
 777239    15    1444    1    1    0 
 777239    19      61    1    2    0 
 777753    13      45    2    1    0 
 777973     6      51    3    2    0 
 778368    34     657    0    0    0 
 778368    34      58    1    2    0 
 778384     5      31    3    0    0 
 778643    18    1544    2    1    0 
 778643    19    1524    2    0    0 
 778776     2     324    3    0    0 
 778795    34    1663    3    0    0 
 778795    35      17    2    0    0 
 778833     9      59    0    2    0 
 778903    20      51    0    0    0 
 778903    20     126    2    1    0 
 779106     3      45    3    2    0 
 779106     3      34    3    1    0 
 779879     2      85    3    1    0 
 779930     5      58    0    0    0 
 779930     5     570    2    2    0 
 780025     2     100    3    1    0 
 780469    11     901    1    2    0 
 780527    19      82    3    0    0 
 780600    24     111    1    0    0 
 781371    23    1722    0    1    0 
 781371    28     209    0    2    0 
 781945    33      47    2    2    0 
 782959     9     121    2    0    0 
 782985    34      28    0    2    0 
 783853    27      44    1    2    0 
 784295    18      44    3    1    0 
 784386    30      62    1    0    0 
 784386    33      45    1    1    0 
 784845    14      60    1    0    0 
 784918     0      61    3    1    0 
 785435     5    1875    0    0    0 
 785435     7    1632    0    1    0 
 785501    12      55    1    0    0 
 785858     2    1404    1    1    0 
 785858     6      66    1    0    0 
 785862    15      31    2    0    0 
 786072    12    1060    0    0    0 
 786445    26      31    1    0    0 
 786446    12      32    0    0    0 
 786582    10    1687    1    0    0 
 786582    11    1509    1    1    0 
 786582    12    1352    3    1    0 
 786582    15     532    3    2    0 
 786753    15    1699    3    1    0 
 786753    22     101    3    0    0 
 786792    24      36    3    0    0 
 787055     0      98    3    0    0 
 787060    24     526    3    1    0 
 787060    26     125    1    2    0 
 787507    23      79    3    1    0 
 787665    21      26    2    1    0 
 787701    32     161    2    2    0 
 788368    21      19    2    2    0 
 788410    13     658    0    0    0 
 788410    14     436    0    1    0 
 788814    10      40    1    2    0 
 789325    24    1683    1    0    0 
 789325    25    2296    0    2    0 
 789325    26    1575    2    2    0 
 789325    27    1572    0    1    0 
 789325    30      65    3    2    0 
 789325    30      41    0    0    0 
 789325    31     323    1    1    0 
 789325    33     417    1    2    0 
 789327    23     163    2    2    1 
 789463    24      60    2    0    0 
 789591     8      42    3    2    0 
 789734    11      80    1    1    0 
 789917    31      19    2    0    0 
 789969    31     102    2    0    0 
 789994    17    1738    3    1    0 
 789994    17    1876    3    2    0 
 789994    22    1178    1    0    0 
 789994    24     591    1    1    0 
 789994    24      57    1    2    0 
 790446     7     535    2    1    0 
 790446     7    1052    2    0    0 
 790806    17     845    0    0    0 
 791084     6     160    0    2    0 
 791143    35      29    0    0    0 
 791543    11      58    2    1    0 
 791839    30      36    1    0    0 
 791920    32    1684    1    0    0 
 791921     1     134    0    1    0 
 791921     1      87    1    2    0 
 791921     2      49    0    2    0 
 791921     3      60    1    1    0 
 791921     4      32    2    0    0 
 792046    27    1570    0    0    0 
 792046    34      17    2    2    0 
 792410    15    1852    0    0    0 
 792410    15    1914    0    1    0 
 792410    16    1839    0    2    0 
 792410    21      36    2    1    0 
 792412    14     102    1    0    0 
 793490     0     132    3    1    0 
 793795     0      36    2    2    0 
 793908    23      30    2    2    0 
 793979     8      26    0    2    0 
 794401    27     750    3    1    0 
 794617    27     118    1    2    0 
 795314     3      38    1    1    0 
 795984    22      30    2    2    0 
 796073    20      41    3    0    0 
 796147     4    1716    1    0    0 
 796147     5    1813    0    2    0 
 796187    32      44    0    0    0 
 796840    26      20    2    2    0 
 797009    16    1614    2    1    0 
 797010    35    1778    3    2    0 
 797010    35    1609    2    0    0 
 797011     0     145    2    1    1 
 797011     4     837    2    2    0 
 797051    20      78    1    0    0 
 797062    11     259    1    0    0 
 797489     6     186    3    2    0 
 797861    17      70    3    2    0 
 797903    24      66    0    0    0 
 798172    14    1707    0    0    0 
 798246    23     350    1    0    0 
 798489    35     235    3    0    0 
 798490     0      17    2    0    0 
 798490     3      33    3    1    0 
 798575    10    1941    0    0    0 
 798575    16     702    1    1    0 
 798575    16     617    0    1    0 
 798575    16      48    0    2    0 
 798576     9     350    0    2    1 
 798584     1      67    0    2    0 
 799092    27     150    1    0    0 
 799092    27      34    3    1    0 
 799436    20     109    3    0    0 
 799978    12     618    0    0    0 
 800210     0     143    2    2    0 
 800599     1     111    1    1    0 
 800602    23      42    1    0    0 
 801206    10      73    1    1    0 
 801213    30     231    1    0    0 
 801545     3    1582    0    0    0 
 801593    28      20    2    2    0 
 802486     3     236    3    0    0 
 802727     9      17    2    1    0 
 802860    11     127    2    2    0 
 802923    14    1803    3    2    0 
 803093    32      44    0    2    0 
 803285     3     200    3    0    0 
 803387    30    1477    3    2    0 
 803944    22      82    2    1    0 
 804117    20      21    2    2    0 
 804121    29      19    2    2    0 
 804481    27     271    2    1    0 
 804481    27     501    2    2    0 
 804812    11    1741    1    2    0 
 804886    22    1666    2    0    0 
 804954    11    1363    3    0    0 
 805333     0      75    3    1    0 
